0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0
0.0,0.2811933,-1.2547573,-0.95886993,0.13272922,-0.90075874,0.8016039,0.7392066,-1.1785527,0.18789297,1.385866,0.26574323,-1.3770171,0.22714406,0.9943005,-2.026481,-0.82223266,-0.9733457,0.49332675,0.31835556,0.36273116,0.6083508,-1.4761618,0.7887616,-0.26015326,0.87131715,-1.2841092,-1.1126999,0.5074845,0.71983045,-0.14558886,0.060331598,0.44134322,-0.58609724,-1.1921012,-1.7252913,1.0686944,-0.24806412,-0.91687375,1.1095009,0.70970434,0.9152258,-0.8236746,-0.70022726,-1.4911457,1.4355092,-0.6778075,0.93543464,-1.150379,0.87783223,3.0795915,0.1697802,-0.71008164,1.3307226,-0.86658514,1.0393178,-0.72611135,0.07098388,-0.33252344,-1.3940002,-0.12547399,1.1743643,0.622458,1.7015026,-1.268529,0.14031838,0.19010033,-0.72063345,-0.09983133,1.5634869,2.3190963,-1.2581558,-0.4686974,-0.2379915,-0.4391503,-0.2885974,0.2691822,0.25038856,0.00068374653,0.93636847,-2.328217,-0.7922107,0.14238118,2.3851883,-0.92386156,-0.6792805,-0.41215172,0.6451344,0.43483678,-0.3068562,-0.1654898,1.9736943,-0.562495,-1.1148075,1.3847154,0.013332334,0.34713218,-0.07631652,0.16712181,0.3015221,-0.3123941
0.10003126,-0.27007845,-0.70511323,-0.3482048,0.015058325,-0.81013197,-0.22456376,-0.1909185,-1.163712,-0.7533853,2.0194302,0.4085812,-1.4798537,0.22805765,1.0625782,-1.6489191,-0.3420583,-0.5034875,1.1078428,0.5417137,1.0976835,0.761844,-2.2579184,0.8932621,-0.00979073,1.5423414,-1.5423566,-0.7679659,0.95054793,-0.74410486,0.8407191,-0.9231178,0.77666813,-0.07301199,-1.788339,-1.5108348,0.91544557,1.2011476,-0.1982041,1.903468,1.2708073,1.4418769,-0.6061305,0.24356988,-0.9582021,1.4434048,-1.6164563,1.0727404,-0.9793809,1.789609,3.0414042,0.41330525,-0.30693427,1.4216565,-1.8341111,1.6796429,-1.5310842,-0.41933322,-0.8311431,-1.6512905,-0.4293509,0.9370754,0.56819916,1.8317671,-1.8988125,0.75865656,1.0216532,-0.7709242,0.8317986,1.77425,2.4918585,-1.7632226,0.3489478,-0.36522907,-0.8044639,-1.0664957,1.297615,-0.7329026,-1.6688374,1.2190521,-1.7959701,-0.7130956,0.2102441,3.250924,-0.6903361,-0.43989766,-0.52733773,1.0241656,0.64798933,0.033999406,-0.9317203,1.969855,-0.46697864,-1.6254932,1.1103206,-0.07594935,-0.28268945,0.26889598,0.2998496,0.1658902,-0.595437
0.20006251,-0.6033702,-0.7430836,-0.07722722,0.5324593,-1.6182691,0.39243293,-0.054903544,-1.051994,0.16074693,2.154672,1.5920092,-1.0827134,0.7788437,1.4970248,-1.7688942,-0.7463766,-0.9525363,0.69728994,0.53466666,0.95441186,0.8431838,-1.3265059,1.7793239,0.35188806,1.012435,-1.2598782,-1.2944341,0.5043332,-0.9597373,0.341973,-0.73210895,0.8584011,-0.22064053,-1.5748035,-1.2461526,1.1198207,0.07824778,-0.4397719,0.97903687,0.80576134,1.0360162,-0.1936665,0.815925,-1.4974266,0.71921605,-1.6515117,1.2361473,-1.2295606,1.9805318,2.8049684,0.6157087,0.6049263,1.6175665,-1.8144509,0.9306672,-0.29806146,0.06593745,-0.22848554,-1.6413321,-0.6069631,0.37246984,1.2898785,1.4262981,-1.4605888,1.5492121,1.4317609,-1.3335254,-0.37999538,1.1387777,2.4765344,-0.77486694,0.19842237,-0.4098952,-0.5336649,-0.9994495,1.6353887,-0.8155947,-1.8409644,2.1253603,-2.1385806,-0.78376,0.55388963,2.8742464,-0.8232771,-0.11056167,-0.81211454,1.0109763,0.7342816,-0.24236141,-0.62519294,1.3547664,-0.22143124,-1.8174243,1.4624861,-1.1345885,-0.8219602,0.91336685,1.4084904,0.7741095,-0.5941851
0.30009377,-0.4608755,-1.1761019,-0.61374927,0.5398793,-1.7082374,0.80086815,-0.82621515,-1.2954373,0.5643887,1.8446122,0.7285211,-0.5892833,2.0673807,2.3096569,-0.65228045,-0.60449195,-1.1391513,0.68371475,0.8472068,0.8066764,1.0523958,-1.1160911,1.4997294,0.8618025,1.25572,-1.3095893,-1.021299,-0.22288692,-2.0289109,-0.034025423,-0.546445,1.2740381,-0.43493217,-1.2719644,-1.1404798,1.6916395,-0.38387236,-0.529905,1.7099402,1.49358,0.42171115,-0.6018856,0.4103997,-1.267387,-0.026767304,-1.1033059,1.4413434,-1.2555647,1.5276849,1.688919,1.3006507,1.5397422,2.1098526,-1.4437113,1.6076355,-0.05888749,-0.6031931,-0.4687003,-1.3486626,-0.07814515,1.2688023,1.4860747,1.5051906,-0.68379784,1.3336715,1.9258407,-1.1246185,0.061651386,0.5429034,1.8627481,-1.0553006,0.4310581,-1.243787,-0.87417936,-1.8811841,1.8047483,-1.0455279,-2.1080744,1.5763205,-2.773385,-1.105342,0.5173388,2.271685,-1.1324245,-0.3641897,0.13275959,1.3291614,1.7528284,-0.31842062,-1.1551702,1.704732,1.013295,-1.7930603,1.8751987,-1.480867,-0.5265253,0.75611234,0.7283202,1.2417387,-1.304652
0.40012503,-0.52961737,-1.4181553,-0.099235766,0.40003797,-1.3723668,0.35305172,-0.471947,-1.0513506,1.1422153,2.176257,0.95113623,0.28011203,1.459186,1.5047309,-0.80403244,-0.8038864,-1.3058662,1.2894404,1.1941482,0.77849674,0.85097677,-1.5413302,1.7050557,1.5506157,1.5251465,-1.3650985,-0.60375756,-0.8929368,-2.5325892,-0.8217679,-0.22578815,1.625984,-1.406789,-0.90439,-1.1516178,0.9696119,-0.4689186,-1.2275527,1.8536022,1.6699345,1.0830979,-1.1657076,0.5312494,-0.9740808,-0.66750574,-0.61971647,2.7243817,-1.5812087,1.3828636,1.870346,1.0833495,1.8169979,1.582243,-2.044299,1.2060826,-0.06465235,-1.136076,-0.5488403,-1.0808847,0.28105453,1.0840129,1.5517086,0.8818292,-0.861942,2.3581421,1.9167598,-1.2664424,0.75603867,1.123838,1.4636195,-0.937019,-0.38505048,-1.4415017,-0.87052786,-2.108386,2.2250543,-2.10893,-1.7596579,2.078646,-2.4122288,-1.665874,0.067302056,0.94001704,-2.2428331,-0.5004808,0.55299914,1.1066705,1.8836566,-0.24461502,-0.80255723,1.6318688,0.8931999,-1.6332103,1.3549399,-1.0741847,-0.6280949,-0.050324034,0.5470204,1.0719353,-1.0218773
0.5001563,-1.130155,-1.5776042,-0.6240669,1.5455042,-1.2406183,0.23361148,-0.8420505,-1.3929551,1.0979943,1.6920818,0.8011963,0.19331813,0.6272558,1.1624819,-0.9850923,-1.0922048,-1.6246822,1.4283508,2.3101728,0.970842,1.3232216,-0.98599863,1.6066555,1.966458,1.9764843,-0.5763188,-1.0590273,-1.0346849,-1.2080746,-0.84434026,-1.3639406,1.1658558,-2.1298943,-0.62871,-0.9777749,0.93419725,-0.8079918,-0.75412184,0.797036,2.5570111,2.0145357,-1.1907641,0.9214937,-0.7735515,-1.5129974,-0.7683779,3.2693117,-1.7458781,1.7730299,1.1954852,0.8665468,1.1221076,2.0124612,-2.2386663,0.84973073,-0.062090836,-2.0740497,0.7087994,-0.71973866,0.7021947,2.7087002,0.84757537,2.3522038,-0.7768676,2.0400727,2.535134,-1.5441425,-0.70963424,0.5143581,1.6777954,-1.2113842,-1.2122443,-1.6789888,-1.8428632,-2.4430697,1.3333087,-1.3394046,-1.9400874,1.9485937,-1.5645769,-1.8336246,0.9067317,1.191883,-1.6484782,-0.107221,1.3436704,2.1288917,1.9467189,-0.38754985,-1.5190543,1.7161517,1.5489346,-1.199608,1.8133291,-0.7400812,-0.57601523,0.0069993674,0.5769476,1.0810567,-1.5447338
0.60018754,-1.6344433,-1.8709726,-0.22530821,1.083254,-1.3023926,0.5741346,-0.029054169,-1.8047599,1.384484,2.2653563,0.79193026,0.5632698,-0.32492128,0.84084636,-1.556484,-0.81760186,-0.9147148,1.1687338,3.9504852,1.3597305,1.8741059,-1.051772,0.9555365,1.2065061,2.2133265,-1.2764543,-1.0809896,-1.2950383,-0.9626443,-0.6961277,-1.2654089,1.1229517,-2.7337024,-0.37250888,-0.6393471,0.84660685,-0.98947954,-0.7071182,1.8985169,2.285542,2.1314244,-0.7598115,0.6737636,-0.41764915,-1.3171568,-0.7609911,1.783451,-1.3067372,2.741439,1.9027394,1.0402676,0.9676257,2.1196735,-1.6423267,0.72619665,-0.09208027,-1.6994839,0.5462788,-0.4100094,1.1838905,2.3055413,0.3992574,1.8280737,-1.0849829,1.4843675,2.1594493,-1.5612406,-1.4392735,0.64169973,1.8655438,-1.7448575,-0.93234116,-2.249664,-1.2734599,-2.5890424,1.0817636,-0.96036035,-2.1911922,1.4194752,-0.9588324,-2.6324718,0.9937309,2.0728998,-1.7248656,-1.1814966,1.2062099,2.5927293,1.6638632,0.09138496,-1.4471893,2.831588,1.8451096,-1.2877969,1.343056,-0.29669106,-0.9583488,-0.5418135,1.293913,1.5993713,-1.1111864
0.7002188,-1.9844146,-1.7504294,-0.2792129,0.52264255,-1.4948167,0.8836217,0.1187753,-2.0741458,2.276662,1.8675474,1.4306724,1.3268152,-0.114704624,1.2813497,-0.846562,-0.52811253,-0.30644566,1.1744583,4.2753935,0.80754656,1.5554352,-0.31696638,-0.26440609,0.9052197,2.8227284,-1.3692603,-2.1363163,-1.3029528,-0.75168175,0.35350853,-1.1952785,1.1057295,-2.1911879,-0.5352868,-0.32223976,0.35739273,-1.6893021,-1.6137835,1.4369794,1.2556232,1.8387275,-0.53474617,0.98608536,-0.6056411,-1.3708135,-1.8818822,1.3217442,-0.87238395,1.7223792,2.5469906,-0.8998249,0.6855665,1.7063335,-1.635049,0.9325811,-0.7076784,-1.4933971,0.9033578,-0.3303681,1.2778255,2.588491,1.0600731,2.1201015,-0.9629876,1.3416986,2.2282736,-1.5090185,-2.226838,-0.11401365,1.804397,-1.1351104,-0.5339251,-2.1075273,-1.7775776,-3.0674598,1.3702266,-0.6754563,-1.8165916,1.6089193,-1.1408838,-2.8399239,0.6615761,2.3872583,-1.8343626,-1.1662374,0.8712506,2.2904801,1.2114023,-0.34082958,-1.9178035,3.1171281,1.793155,-1.4090166,1.5147704,0.32606035,-0.9706129,-0.56184304,1.7979658,1.4424623,-1.1246792
0.80025005,-1.3300779,-1.5518379,0.5266728,0.27284956,-1.1344764,0.93599266,-0.0031151667,-1.910614,1.6660923,1.9541187,2.5294733,1.9672501,-0.9018487,1.4343961,-1.0868975,-1.0329393,-0.037896615,1.3033626,2.9880764,0.91751844,2.1082292,-0.32617167,-0.96462905,0.7100397,2.5056767,-2.1560032,-1.301685,-1.1719778,-0.2821228,-0.6958003,-1.1050876,0.6228309,-2.4416234,-1.0425342,-0.47364265,1.0406651,-2.0408113,-0.28675145,1.277425,2.3214452,1.6796255,-0.6617474,1.1161201,-1.5744189,-1.5702181,-1.7008969,1.3074073,-1.2728007,2.294947,1.8014191,-1.5593092,0.35308787,1.5502775,-1.911493,1.0421048,-0.16198577,-1.7028303,0.60730135,-0.01664988,0.72308004,1.9363616,1.3576446,1.6051203,-0.8468165,1.3238013,1.8915956,-1.1246495,-1.6050913,-0.3601046,2.2939017,-1.037693,-1.0876333,-1.1817403,-1.5020936,-3.2371292,1.6805564,-0.98255247,-1.8695292,1.2012024,-2.1388285,-2.32113,0.7415513,2.6805696,-1.9994931,-1.281766,0.56866026,1.5697838,0.8837735,-0.3644904,-2.0862749,2.1764765,2.0372727,-1.2327964,2.0994415,-0.36810717,-0.49517706,-1.2551273,1.2949378,1.9655675,-1.8583724
